2021-09-18T11:07:54,582 INFO  [background-preinit] o.h.v.i.u.Version: HV000001: Hibernate Validator 6.1.7.Final
2021-09-18T15:19:10,893 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Start completed.
2021-09-18T15:19:10,952 INFO  [restartedMain] o.f.c.i.d.b.DatabaseType: Database: jdbc:mysql://127.0.0.1:2001/sql (MySQL 8.0)
2021-09-18T15:19:11,079 WARN  [restartedMain] o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext: Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'flywayInitializer' defined in class path resource [org/springframework/boot/autoconfigure/flyway/FlywayAutoConfiguration$FlywayConfiguration.class]: Invocation of init method failed; nested exception is org.flywaydb.core.api.exception.FlywayValidateException: Validate failed: Migrations have failed validation
2021-09-18T15:19:11,080 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Shutdown initiated...
2021-09-18T15:19:11,110 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Shutdown completed.
2021-09-18T15:19:11,116 INFO  [restartedMain] o.a.c.c.StandardService: Stopping service [Tomcat]
2021-09-18T15:19:44,132 INFO  [background-preinit] o.h.v.i.u.Version: HV000001: Hibernate Validator 6.1.7.Final
2021-09-18T15:19:44,198 INFO  [restartedMain] c.m.p.PillarBeApplication: Starting PillarBeApplication using Java 13.0.2 on LAPTOP-KGVDH18P with PID 8644 (C:\Users\Abimanyu\Desktop\markaz-pillar-be\build\classes\java\main started by Abimanyu in C:\Users\Abimanyu\Desktop\markaz-pillar-be)
2021-09-18T15:19:44,203 INFO  [restartedMain] c.m.p.PillarBeApplication: No active profile set, falling back to default profiles: default
2021-09-18T15:19:44,273 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2021-09-18T15:19:44,274 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2021-09-18T15:19:45,797 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2021-09-18T15:19:45,819 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Finished Spring Data repository scanning in 9 ms. Found 0 JPA repository interfaces.
2021-09-18T15:19:47,078 INFO  [restartedMain] o.s.b.w.e.t.TomcatWebServer: Tomcat initialized with port(s): 8080 (http)
2021-09-18T15:19:47,089 INFO  [restartedMain] o.a.c.h.Http11NioProtocol: Initializing ProtocolHandler ["http-nio-8080"]
2021-09-18T15:19:47,090 INFO  [restartedMain] o.a.c.c.StandardService: Starting service [Tomcat]
2021-09-18T15:19:47,090 INFO  [restartedMain] o.a.c.c.StandardEngine: Starting Servlet engine: [Apache Tomcat/9.0.46]
2021-09-18T15:19:47,182 INFO  [restartedMain] o.a.c.c.C.[.[.[/]: Initializing Spring embedded WebApplicationContext
2021-09-18T15:19:47,182 INFO  [restartedMain] o.s.b.w.s.c.ServletWebServerApplicationContext: Root WebApplicationContext: initialization completed in 2907 ms
2021-09-18T15:19:47,455 INFO  [restartedMain] o.f.c.i.l.VersionPrinter: Flyway Community Edition 7.1.1 by Redgate
2021-09-18T15:19:47,466 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Starting...
2021-09-18T15:19:47,798 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Start completed.
2021-09-18T15:19:47,856 INFO  [restartedMain] o.f.c.i.d.b.DatabaseType: Database: jdbc:mysql://127.0.0.1:2001/sql (MySQL 8.0)
2021-09-18T15:19:47,985 WARN  [restartedMain] o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext: Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'flywayInitializer' defined in class path resource [org/springframework/boot/autoconfigure/flyway/FlywayAutoConfiguration$FlywayConfiguration.class]: Invocation of init method failed; nested exception is org.flywaydb.core.api.exception.FlywayValidateException: Validate failed: Migrations have failed validation
2021-09-18T15:19:47,986 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Shutdown initiated...
2021-09-18T15:19:48,003 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Shutdown completed.
2021-09-18T15:19:48,007 INFO  [restartedMain] o.a.c.c.StandardService: Stopping service [Tomcat]
2021-09-18T15:42:22,598 INFO  [background-preinit] o.h.v.i.u.Version: HV000001: Hibernate Validator 6.1.7.Final
2021-09-18T15:42:22,669 INFO  [restartedMain] c.m.p.PillarBeApplication: Starting PillarBeApplication using Java 13.0.2 on LAPTOP-KGVDH18P with PID 2212 (C:\Users\Abimanyu\Desktop\markaz-pillar-be\build\classes\java\main started by Abimanyu in C:\Users\Abimanyu\Desktop\markaz-pillar-be)
2021-09-18T15:42:22,675 INFO  [restartedMain] c.m.p.PillarBeApplication: No active profile set, falling back to default profiles: default
2021-09-18T15:42:22,749 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2021-09-18T15:42:22,750 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2021-09-18T15:42:24,010 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2021-09-18T15:42:24,027 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Finished Spring Data repository scanning in 6 ms. Found 0 JPA repository interfaces.
2021-09-18T15:42:25,120 INFO  [restartedMain] o.s.b.w.e.t.TomcatWebServer: Tomcat initialized with port(s): 8080 (http)
2021-09-18T15:42:25,131 INFO  [restartedMain] o.a.c.h.Http11NioProtocol: Initializing ProtocolHandler ["http-nio-8080"]
2021-09-18T15:42:25,132 INFO  [restartedMain] o.a.c.c.StandardService: Starting service [Tomcat]
2021-09-18T15:42:25,133 INFO  [restartedMain] o.a.c.c.StandardEngine: Starting Servlet engine: [Apache Tomcat/9.0.46]
2021-09-18T15:42:25,227 INFO  [restartedMain] o.a.c.c.C.[.[.[/]: Initializing Spring embedded WebApplicationContext
2021-09-18T15:42:25,228 INFO  [restartedMain] o.s.b.w.s.c.ServletWebServerApplicationContext: Root WebApplicationContext: initialization completed in 2477 ms
2021-09-18T15:42:25,489 INFO  [restartedMain] o.f.c.i.l.VersionPrinter: Flyway Community Edition 7.1.1 by Redgate
2021-09-18T15:42:25,499 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Starting...
2021-09-18T15:42:25,829 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Start completed.
2021-09-18T15:42:25,888 INFO  [restartedMain] o.f.c.i.d.b.DatabaseType: Database: jdbc:mysql://127.0.0.1:2001/sql (MySQL 8.0)
2021-09-18T15:42:25,998 INFO  [restartedMain] o.f.c.i.c.DbValidate: Successfully validated 1 migration (execution time 00:00.053s)
2021-09-18T15:42:26,045 INFO  [restartedMain] o.f.c.i.s.JdbcTableSchemaHistory: Creating Schema History table `sql`.`flyway_schema_history` ...
2021-09-18T15:42:26,167 INFO  [restartedMain] o.f.c.i.c.DbMigrate: Current version of schema `sql`: << Empty Schema >>
2021-09-18T15:42:26,183 INFO  [restartedMain] o.f.c.i.c.DbMigrate: Migrating schema `sql` to version "1 - initialize"
2021-09-18T15:42:26,281 WARN  [restartedMain] o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext: Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'flywayInitializer' defined in class path resource [org/springframework/boot/autoconfigure/flyway/FlywayAutoConfiguration$FlywayConfiguration.class]: Invocation of init method failed; nested exception is org.flywaydb.core.internal.command.DbMigrate$FlywayMigrateException: 
Migration V1__initialize.sql failed
-----------------------------------
SQL State  : 42000
Error Code : 1064
Message    : You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ''registered_users'' at line 1
Location   : db/migration/V1__initialize.sql (C:\Users\Abimanyu\Desktop\markaz-pillar-be\build\resources\main\db\migration\V1__initialize.sql)
Line       : 1
Statement  : DROP TABLE IF EXISTS 'registered_users'

2021-09-18T15:42:26,282 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Shutdown initiated...
2021-09-18T15:42:26,315 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Shutdown completed.
2021-09-18T15:42:26,320 INFO  [restartedMain] o.a.c.c.StandardService: Stopping service [Tomcat]
2021-09-18T15:43:27,311 INFO  [background-preinit] o.h.v.i.u.Version: HV000001: Hibernate Validator 6.1.7.Final
2021-09-18T15:43:27,366 INFO  [restartedMain] c.m.p.PillarBeApplication: Starting PillarBeApplication using Java 13.0.2 on LAPTOP-KGVDH18P with PID 9940 (C:\Users\Abimanyu\Desktop\markaz-pillar-be\build\classes\java\main started by Abimanyu in C:\Users\Abimanyu\Desktop\markaz-pillar-be)
2021-09-18T15:43:27,373 INFO  [restartedMain] c.m.p.PillarBeApplication: No active profile set, falling back to default profiles: default
2021-09-18T15:43:27,424 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2021-09-18T15:43:27,425 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2021-09-18T15:43:28,581 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2021-09-18T15:43:28,598 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Finished Spring Data repository scanning in 6 ms. Found 0 JPA repository interfaces.
2021-09-18T15:43:29,720 INFO  [restartedMain] o.s.b.w.e.t.TomcatWebServer: Tomcat initialized with port(s): 8080 (http)
2021-09-18T15:43:29,731 INFO  [restartedMain] o.a.c.h.Http11NioProtocol: Initializing ProtocolHandler ["http-nio-8080"]
2021-09-18T15:43:29,732 INFO  [restartedMain] o.a.c.c.StandardService: Starting service [Tomcat]
2021-09-18T15:43:29,733 INFO  [restartedMain] o.a.c.c.StandardEngine: Starting Servlet engine: [Apache Tomcat/9.0.46]
2021-09-18T15:43:29,839 INFO  [restartedMain] o.a.c.c.C.[.[.[/]: Initializing Spring embedded WebApplicationContext
2021-09-18T15:43:29,840 INFO  [restartedMain] o.s.b.w.s.c.ServletWebServerApplicationContext: Root WebApplicationContext: initialization completed in 2414 ms
2021-09-18T15:43:30,108 INFO  [restartedMain] o.f.c.i.l.VersionPrinter: Flyway Community Edition 7.1.1 by Redgate
2021-09-18T15:43:30,119 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Starting...
2021-09-18T15:43:30,466 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Start completed.
2021-09-18T15:43:30,524 INFO  [restartedMain] o.f.c.i.d.b.DatabaseType: Database: jdbc:mysql://127.0.0.1:2001/sql (MySQL 8.0)
2021-09-18T15:43:30,646 WARN  [restartedMain] o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext: Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'flywayInitializer' defined in class path resource [org/springframework/boot/autoconfigure/flyway/FlywayAutoConfiguration$FlywayConfiguration.class]: Invocation of init method failed; nested exception is org.flywaydb.core.api.exception.FlywayValidateException: Validate failed: Migrations have failed validation
2021-09-18T15:43:30,646 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Shutdown initiated...
2021-09-18T15:43:30,672 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Shutdown completed.
2021-09-18T15:43:30,676 INFO  [restartedMain] o.a.c.c.StandardService: Stopping service [Tomcat]
2021-09-18T15:44:29,706 INFO  [background-preinit] o.h.v.i.u.Version: HV000001: Hibernate Validator 6.1.7.Final
2021-09-18T15:44:29,756 INFO  [restartedMain] c.m.p.PillarBeApplication: Starting PillarBeApplication using Java 13.0.2 on LAPTOP-KGVDH18P with PID 5284 (C:\Users\Abimanyu\Desktop\markaz-pillar-be\build\classes\java\main started by Abimanyu in C:\Users\Abimanyu\Desktop\markaz-pillar-be)
2021-09-18T15:44:29,760 INFO  [restartedMain] c.m.p.PillarBeApplication: No active profile set, falling back to default profiles: default
2021-09-18T15:44:29,811 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2021-09-18T15:44:29,811 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2021-09-18T15:44:31,152 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2021-09-18T15:44:31,169 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Finished Spring Data repository scanning in 7 ms. Found 0 JPA repository interfaces.
2021-09-18T15:44:32,364 INFO  [restartedMain] o.s.b.w.e.t.TomcatWebServer: Tomcat initialized with port(s): 8080 (http)
2021-09-18T15:44:32,378 INFO  [restartedMain] o.a.c.h.Http11NioProtocol: Initializing ProtocolHandler ["http-nio-8080"]
2021-09-18T15:44:32,378 INFO  [restartedMain] o.a.c.c.StandardService: Starting service [Tomcat]
2021-09-18T15:44:32,378 INFO  [restartedMain] o.a.c.c.StandardEngine: Starting Servlet engine: [Apache Tomcat/9.0.46]
2021-09-18T15:44:32,494 INFO  [restartedMain] o.a.c.c.C.[.[.[/]: Initializing Spring embedded WebApplicationContext
2021-09-18T15:44:32,495 INFO  [restartedMain] o.s.b.w.s.c.ServletWebServerApplicationContext: Root WebApplicationContext: initialization completed in 2683 ms
2021-09-18T15:44:32,785 INFO  [restartedMain] o.f.c.i.l.VersionPrinter: Flyway Community Edition 7.1.1 by Redgate
2021-09-18T15:44:32,796 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Starting...
2021-09-18T15:44:33,161 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Start completed.
2021-09-18T15:44:33,219 INFO  [restartedMain] o.f.c.i.d.b.DatabaseType: Database: jdbc:mysql://127.0.0.1:2001/sql (MySQL 8.0)
2021-09-18T15:44:33,320 INFO  [restartedMain] o.f.c.i.c.DbValidate: Successfully validated 1 migration (execution time 00:00.050s)
2021-09-18T15:44:33,360 INFO  [restartedMain] o.f.c.i.s.JdbcTableSchemaHistory: Creating Schema History table `sql`.`flyway_schema_history` ...
2021-09-18T15:44:33,486 INFO  [restartedMain] o.f.c.i.c.DbMigrate: Current version of schema `sql`: << Empty Schema >>
2021-09-18T15:44:33,502 INFO  [restartedMain] o.f.c.i.c.DbMigrate: Migrating schema `sql` to version "1 - initialize"
2021-09-18T15:44:33,523 WARN  [restartedMain] o.f.c.i.s.DefaultSqlScriptExecutor: DB: Unknown table 'sql.registered_users' (SQL State: 42S02 - Error Code: 1051)
2021-09-18T15:44:33,596 WARN  [restartedMain] o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext: Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'flywayInitializer' defined in class path resource [org/springframework/boot/autoconfigure/flyway/FlywayAutoConfiguration$FlywayConfiguration.class]: Invocation of init method failed; nested exception is org.flywaydb.core.internal.command.DbMigrate$FlywayMigrateException: 
Migration V1__initialize.sql failed
-----------------------------------
SQL State  : 42000
Error Code : 1064
Message    : You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '(id)
)' at line 9
Location   : db/migration/V1__initialize.sql (C:\Users\Abimanyu\Desktop\markaz-pillar-be\build\resources\main\db\migration\V1__initialize.sql)
Line       : 3
Statement  : CREATE TABLE registered_users (
    id bigint(20) NOT NULL AUTO_INCREMENT,
    email varchar(50) NOT NULL,
    username varchar(50) NOT NULL,
    fullname varchar(50) NOT NULL,
    phoneNum bigint(20) NOT NULL,
    address varchar(100) NOT NULL,
    password varchar(100) NOT NULL
    PRIMARY KEY(id)
)

2021-09-18T15:44:33,597 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Shutdown initiated...
2021-09-18T15:44:33,638 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Shutdown completed.
2021-09-18T15:44:33,644 INFO  [restartedMain] o.a.c.c.StandardService: Stopping service [Tomcat]
2021-09-18T15:48:02,989 INFO  [background-preinit] o.h.v.i.u.Version: HV000001: Hibernate Validator 6.1.7.Final
2021-09-18T15:48:03,040 INFO  [restartedMain] c.m.p.PillarBeApplication: Starting PillarBeApplication using Java 13.0.2 on LAPTOP-KGVDH18P with PID 12040 (C:\Users\Abimanyu\Desktop\markaz-pillar-be\build\classes\java\main started by Abimanyu in C:\Users\Abimanyu\Desktop\markaz-pillar-be)
